text,translation,language,category,label
جلدی کیا کریں گے؟,What will we do in جلدی?,urdu,time,0
صبح گھر جاؤں گا,I will go to گھر in صبح,urdu,complex,0
دوپہر گھر جاؤں گا,I will go to گھر in دوپہر,urdu,complex,0
شام گھر جاؤں گا,I will go to گھر in شام,urdu,complex,0
رات گھر جاؤں گا,I will go to گھر in رات,urdu,complex,0
اب گھر جاؤں گا,I will go to گھر in اب,urdu,complex,0
کل گھر جاؤں گا,I will go to گھر in کل,urdu,complex,0
پرسوں گھر جاؤں گا,I will go to گھر in پرسوں,urdu,complex,0
فوری گھر جاؤں گا,I will go to گھر in فوری,urdu,complex,0
بعد میں گھر جاؤں گا,I will go to گھر in بعد میں,urdu,complex,0
جلدی گھر جاؤں گا,I will go to گھر in جلدی,urdu,complex,0
صبح دفتر جاؤں گا,I will go to دفتر in صبح,urdu,complex,0
دوپہر دفتر جاؤں گا,I will go to دفتر in دوپہر,urdu,complex,0
شام دفتر جاؤں گا,I will go to دفتر in شام,urdu,complex,0
رات دفتر جاؤں گا,I will go to دفتر in رات,urdu,complex,0
اب دفتر جاؤں گا,I will go to دفتر in اب,urdu,complex,0
کل دفتر جاؤں گا,I will go to دفتر in کل,urdu,complex,0
پرسوں دفتر جاؤں گا,I will go to دفتر in پرسوں,urdu,complex,0
فوری دفتر جاؤں گا,I will go to دفتر in فوری,urdu,complex,0
بعد میں دفتر جاؤں گا,I will go to دفتر in بعد میں,urdu,complex,0
جلدی دفتر جاؤں گا,I will go to دفتر in جلدی,urdu,complex,0
صبح اسکول جاؤں گا,I will go to اسکول in صبح,urdu,complex,0
دوپہر اسکول جاؤں گا,I will go to اسکول in دوپہر,urdu,complex,0
شام اسکول جاؤں گا,I will go to اسکول in شام,urdu,complex,0
رات اسکول جاؤں گا,I will go to اسکول in رات,urdu,complex,0
اب اسکول جاؤں گا,I will go to اسکول in اب,urdu,complex,0
کل اسکول جاؤں گا,I will go to اسکول in کل,urdu,complex,0
پرسوں اسکول جاؤں گا,I will go to اسکول in پرسوں,urdu,complex,0
فوری اسکول جاؤں گا,I will go to اسکول in فوری,urdu,complex,0
بعد میں اسکول جاؤں گا,I will go to اسکول in بعد میں,urdu,complex,0
جلدی اسکول جاؤں گا,I will go to اسکول in جلدی,urdu,complex,0
صبح بازار جاؤں گا,I will go to بازار in صبح,urdu,complex,0
دوپہر بازار جاؤں گا,I will go to بازار in دوپہر,urdu,complex,0
شام بازار جاؤں گا,I will go to بازار in شام,urdu,complex,0
رات بازار جاؤں گا,I will go to بازار in رات,urdu,complex,0
اب بازار جاؤں گا,I will go to بازار in اب,urdu,complex,0
کل بازار جاؤں گا,I will go to بازار in کل,urdu,complex,0
پرسوں بازار جاؤں گا,I will go to بازار in پرسوں,urdu,complex,0
فوری بازار جاؤں گا,I will go to بازار in فوری,urdu,complex,0
بعد میں بازار جاؤں گا,I will go to بازار in بعد میں,urdu,complex,0
جلدی بازار جاؤں گا,I will go to بازار in جلدی,urdu,complex,0
صبح ہسپتال جاؤں گا,I will go to ہسپتال in صبح,urdu,complex,0
دوپہر ہسپتال جاؤں گا,I will go to ہسپتال in دوپہر,urdu,complex,0
شام ہسپتال جاؤں گا,I will go to ہسپتال in شام,urdu,complex,0
رات ہسپتال جاؤں گا,I will go to ہسپتال in رات,urdu,complex,0
اب ہسپتال جاؤں گا,I will go to ہسپتال in اب,urdu,complex,0
کل ہسپتال جاؤں گا,I will go to ہسپتال in کل,urdu,complex,0
پرسوں ہسپتال جاؤں گا,I will go to ہسپتال in پرسوں,urdu,complex,0
فوری ہسپتال جاؤں گا,I will go to ہسپتال in فوری,urdu,complex,0
بعد میں ہسپتال جاؤں گا,I will go to ہسپتال in بعد میں,urdu,complex,0
جلدی ہسپتال جاؤں گا,I will go to ہسپتال in جلدی,urdu,complex,0
صبح مسجد جاؤں گا,I will go to مسجد in صبح,urdu,complex,0
دوپہر مسجد جاؤں گا,I will go to مسجد in دوپہر,urdu,complex,0
شام مسجد جاؤں گا,I will go to مسجد in شام,urdu,complex,0
رات مسجد جاؤں گا,I will go to مسجد in رات,urdu,complex,0
اب مسجد جاؤں گا,I will go to مسجد in اب,urdu,complex,0
کل مسجد جاؤں گا,I will go to مسجد in کل,urdu,complex,0
پرسوں مسجد جاؤں گا,I will go to مسجد in پرسوں,urdu,complex,0
فوری مسجد جاؤں گا,I will go to مسجد in فوری,urdu,complex,0
بعد میں مسجد جاؤں گا,I will go to مسجد in بعد میں,urdu,complex,0
جلدی مسجد جاؤں گا,I will go to مسجد in جلدی,urdu,complex,0
صبح ریسٹورنٹ جاؤں گا,I will go to ریسٹورنٹ in صبح,urdu,complex,0
دوپہر ریسٹورنٹ جاؤں گا,I will go to ریسٹورنٹ in دوپہر,urdu,complex,0
شام ریسٹورنٹ جاؤں گا,I will go to ریسٹورنٹ in شام,urdu,complex,0
رات ریسٹورنٹ جاؤں گا,I will go to ریسٹورنٹ in رات,urdu,complex,0
اب ریسٹورنٹ جاؤں گا,I will go to ریسٹورنٹ in اب,urdu,complex,0
کل ریسٹورنٹ جاؤں گا,I will go to ریسٹورنٹ in کل,urdu,complex,0
پرسوں ریسٹورنٹ جاؤں گا,I will go to ریسٹورنٹ in پرسوں,urdu,complex,0
فوری ریسٹورنٹ جاؤں گا,I will go to ریسٹورنٹ in فوری,urdu,complex,0
بعد میں ریسٹورنٹ جاؤں گا,I will go to ریسٹورنٹ in بعد میں,urdu,complex,0
جلدی ریسٹورنٹ جاؤں گا,I will go to ریسٹورنٹ in جلدی,urdu,complex,0
صبح پارک جاؤں گا,I will go to پارک in صبح,urdu,complex,0
دوپہر پارک جاؤں گا,I will go to پارک in دوپہر,urdu,complex,0
شام پارک جاؤں گا,I will go to پارک in شام,urdu,complex,0
رات پارک جاؤں گا,I will go to پارک in رات,urdu,complex,0
اب پارک جاؤں گا,I will go to پارک in اب,urdu,complex,0
کل پارک جاؤں گا,I will go to پارک in کل,urdu,complex,0
پرسوں پارک جاؤں گا,I will go to پارک in پرسوں,urdu,complex,0
فوری پارک جاؤں گا,I will go to پارک in فوری,urdu,complex,0
بعد میں پارک جاؤں گا,I will go to پارک in بعد میں,urdu,complex,0
جلدی پارک جاؤں گا,I will go to پارک in جلدی,urdu,complex,0
صبح سٹیشن جاؤں گا,I will go to سٹیشن in صبح,urdu,complex,0
دوپہر سٹیشن جاؤں گا,I will go to سٹیشن in دوپہر,urdu,complex,0
شام سٹیشن جاؤں گا,I will go to سٹیشن in شام,urdu,complex,0
رات سٹیشن جاؤں گا,I will go to سٹیشن in رات,urdu,complex,0
اب سٹیشن جاؤں گا,I will go to سٹیشن in اب,urdu,complex,0
کل سٹیشن جاؤں گا,I will go to سٹیشن in کل,urdu,complex,0
پرسوں سٹیشن جاؤں گا,I will go to سٹیشن in پرسوں,urdu,complex,0
فوری سٹیشن جاؤں گا,I will go to سٹیشن in فوری,urdu,complex,0
بعد میں سٹیشن جاؤں گا,I will go to سٹیشن in بعد میں,urdu,complex,0
جلدی سٹیشن جاؤں گا,I will go to سٹیشن in جلدی,urdu,complex,0
صبح ہوائی اڈہ جاؤں گا,I will go to ہوائی اڈہ in صبح,urdu,complex,0
دوپہر ہوائی اڈہ جاؤں گا,I will go to ہوائی اڈہ in دوپہر,urdu,complex,0
شام ہوائی اڈہ جاؤں گا,I will go to ہوائی اڈہ in شام,urdu,complex,0
رات ہوائی اڈہ جاؤں گا,I will go to ہوائی اڈہ in رات,urdu,complex,0
اب ہوائی اڈہ جاؤں گا,I will go to ہوائی اڈہ in اب,urdu,complex,0
کل ہوائی اڈہ جاؤں گا,I will go to ہوائی اڈہ in کل,urdu,complex,0
پرسوں ہوائی اڈہ جاؤں گا,I will go to ہوائی اڈہ in پرسوں,urdu,complex,0
فوری ہوائی اڈہ جاؤں گا,I will go to ہوائی اڈہ in فوری,urdu,complex,0
بعد میں ہوائی اڈہ جاؤں گا,I will go to ہوائی اڈہ in بعد میں,urdu,complex,0
جلدی ہوائی اڈہ جاؤں گا,I will go to ہوائی اڈہ in جلدی,urdu,complex,0
صبح شاپنگ مال جاؤں گا,I will go to شاپنگ مال in صبح,urdu,complex,0
دوپہر شاپنگ مال جاؤں گا,I will go to شاپنگ مال in دوپہر,urdu,complex,0
شام شاپنگ مال جاؤں گا,I will go to شاپنگ مال in شام,urdu,complex,0
رات شاپنگ مال جاؤں گا,I will go to شاپنگ مال in رات,urdu,complex,0
اب شاپنگ مال جاؤں گا,I will go to شاپنگ مال in اب,urdu,complex,0
کل شاپنگ مال جاؤں گا,I will go to شاپنگ مال in کل,urdu,complex,0
پرسوں شاپنگ مال جاؤں گا,I will go to شاپنگ مال in پرسوں,urdu,complex,0
فوری شاپنگ مال جاؤں گا,I will go to شاپنگ مال in فوری,urdu,complex,0
بعد میں شاپنگ مال جاؤں گا,I will go to شاپنگ مال in بعد میں,urdu,complex,0
جلدی شاپنگ مال جاؤں گا,I will go to شاپنگ مال in جلدی,urdu,complex,0
صبح کالج جاؤں گا,I will go to کالج in صبح,urdu,complex,0
دوپہر کالج جاؤں گا,I will go to کالج in دوپہر,urdu,complex,0
شام کالج جاؤں گا,I will go to کالج in شام,urdu,complex,0
رات کالج جاؤں گا,I will go to کالج in رات,urdu,complex,0
اب کالج جاؤں گا,I will go to کالج in اب,urdu,complex,0
کل کالج جاؤں گا,I will go to کالج in کل,urdu,complex,0
پرسوں کالج جاؤں گا,I will go to کالج in پرسوں,urdu,complex,0
فوری کالج جاؤں گا,I will go to کالج in فوری,urdu,complex,0
بعد میں کالج جاؤں گا,I will go to کالج in بعد میں,urdu,complex,0
جلدی کالج جاؤں گا,I will go to کالج in جلدی,urdu,complex,0
صبح یونیورسٹی جاؤں گا,I will go to یونیورسٹی in صبح,urdu,complex,0
دوپہر یونیورسٹی جاؤں گا,I will go to یونیورسٹی in دوپہر,urdu,complex,0
شام یونیورسٹی جاؤں گا,I will go to یونیورسٹی in شام,urdu,complex,0
رات یونیورسٹی جاؤں گا,I will go to یونیورسٹی in رات,urdu,complex,0
اب یونیورسٹی جاؤں گا,I will go to یونیورسٹی in اب,urdu,complex,0
کل یونیورسٹی جاؤں گا,I will go to یونیورسٹی in کل,urdu,complex,0
پرسوں یونیورسٹی جاؤں گا,I will go to یونیورسٹی in پرسوں,urdu,complex,0
فوری یونیورسٹی جاؤں گا,I will go to یونیورسٹی in فوری,urdu,complex,0
بعد میں یونیورسٹی جاؤں گا,I will go to یونیورسٹی in بعد میں,urdu,complex,0
جلدی یونیورسٹی جاؤں گا,I will go to یونیورسٹی in جلدی,urdu,complex,0
صبح لائبریری جاؤں گا,I will go to لائبریری in صبح,urdu,complex,0
دوپہر لائبریری جاؤں گا,I will go to لائبریری in دوپہر,urdu,complex,0
شام لائبریری جاؤں گا,I will go to لائبریری in شام,urdu,complex,0
رات لائبریری جاؤں گا,I will go to لائبریری in رات,urdu,complex,0
اب لائبریری جاؤں گا,I will go to لائبریری in اب,urdu,complex,0
کل لائبریری جاؤں گا,I will go to لائبریری in کل,urdu,complex,0
پرسوں لائبریری جاؤں گا,I will go to لائبریری in پرسوں,urdu,complex,0
فوری لائبریری جاؤں گا,I will go to لائبریری in فوری,urdu,complex,0
بعد میں لائبریری جاؤں گا,I will go to لائبریری in بعد میں,urdu,complex,0
جلدی لائبریری جاؤں گا,I will go to لائبریری in جلدی,urdu,complex,0
صبح بینک جاؤں گا,I will go to بینک in صبح,urdu,complex,0
دوپہر بینک جاؤں گا,I will go to بینک in دوپہر,urdu,complex,0
شام بینک جاؤں گا,I will go to بینک in شام,urdu,complex,0
رات بینک جاؤں گا,I will go to بینک in رات,urdu,complex,0
اب بینک جاؤں گا,I will go to بینک in اب,urdu,complex,0
کل بینک جاؤں گا,I will go to بینک in کل,urdu,complex,0
پرسوں بینک جاؤں گا,I will go to بینک in پرسوں,urdu,complex,0
فوری بینک جاؤں گا,I will go to بینک in فوری,urdu,complex,0
بعد میں بینک جاؤں گا,I will go to بینک in بعد میں,urdu,complex,0
جلدی بینک جاؤں گا,I will go to بینک in جلدی,urdu,complex,0
صبح پوسٹ آفس جاؤں گا,I will go to پوسٹ آفس in صبح,urdu,complex,0
دوپہر پوسٹ آفس جاؤں گا,I will go to پوسٹ آفس in دوپہر,urdu,complex,0
شام پوسٹ آفس جاؤں گا,I will go to پوسٹ آفس in شام,urdu,complex,0
رات پوسٹ آفس جاؤں گا,I will go to پوسٹ آفس in رات,urdu,complex,0
اب پوسٹ آفس جاؤں گا,I will go to پوسٹ آفس in اب,urdu,complex,0
کل پوسٹ آفس جاؤں گا,I will go to پوسٹ آفس in کل,urdu,complex,0
پرسوں پوسٹ آفس جاؤں گا,I will go to پوسٹ آفس in پرسوں,urdu,complex,0
فوری پوسٹ آفس جاؤں گا,I will go to پوسٹ آفس in فوری,urdu,complex,0
بعد میں پوسٹ آفس جاؤں گا,I will go to پوسٹ آفس in بعد میں,urdu,complex,0
جلدی پوسٹ آفس جاؤں گا,I will go to پوسٹ آفس in جلدی,urdu,complex,0
صبح تھانہ جاؤں گا,I will go to تھانہ in صبح,urdu,complex,0
دوپہر تھانہ جاؤں گا,I will go to تھانہ in دوپہر,urdu,complex,0
شام تھانہ جاؤں گا,I will go to تھانہ in شام,urdu,complex,0
رات تھانہ جاؤں گا,I will go to تھانہ in رات,urdu,complex,0
اب تھانہ جاؤں گا,I will go to تھانہ in اب,urdu,complex,0
کل تھانہ جاؤں گا,I will go to تھانہ in کل,urdu,complex,0
پرسوں تھانہ جاؤں گا,I will go to تھانہ in پرسوں,urdu,complex,0
فوری تھانہ جاؤں گا,I will go to تھانہ in فوری,urdu,complex,0
بعد میں تھانہ جاؤں گا,I will go to تھانہ in بعد میں,urdu,complex,0
جلدی تھانہ جاؤں گا,I will go to تھانہ in جلدی,urdu,complex,0
صبح کورٹ جاؤں گا,I will go to کورٹ in صبح,urdu,complex,0
دوپہر کورٹ جاؤں گا,I will go to کورٹ in دوپہر,urdu,complex,0
شام کورٹ جاؤں گا,I will go to کورٹ in شام,urdu,complex,0
رات کورٹ جاؤں گا,I will go to کورٹ in رات,urdu,complex,0
اب کورٹ جاؤں گا,I will go to کورٹ in اب,urdu,complex,0
کل کورٹ جاؤں گا,I will go to کورٹ in کل,urdu,complex,0
پرسوں کورٹ جاؤں گا,I will go to کورٹ in پرسوں,urdu,complex,0
فوری کورٹ جاؤں گا,I will go to کورٹ in فوری,urdu,complex,0
بعد میں کورٹ جاؤں گا,I will go to کورٹ in بعد میں,urdu,complex,0
جلدی کورٹ جاؤں گا,I will go to کورٹ in جلدی,urdu,complex,0
صبح سینما جاؤں گا,I will go to سینما in صبح,urdu,complex,0
دوپہر سینما جاؤں گا,I will go to سینما in دوپہر,urdu,complex,0
شام سینما جاؤں گا,I will go to سینما in شام,urdu,complex,0
رات سینما جاؤں گا,I will go to سینما in رات,urdu,complex,0
اب سینما جاؤں گا,I will go to سینما in اب,urdu,complex,0
کل سینما جاؤں گا,I will go to سینما in کل,urdu,complex,0
پرسوں سینما جاؤں گا,I will go to سینما in پرسوں,urdu,complex,0
فوری سینما جاؤں گا,I will go to سینما in فوری,urdu,complex,0
بعد میں سینما جاؤں گا,I will go to سینما in بعد میں,urdu,complex,0
جلدی سینما جاؤں گا,I will go to سینما in جلدی,urdu,complex,0
صبح ہوٹل جاؤں گا,I will go to ہوٹل in صبح,urdu,complex,0
دوپہر ہوٹل جاؤں گا,I will go to ہوٹل in دوپہر,urdu,complex,0
شام ہوٹل جاؤں گا,I will go to ہوٹل in شام,urdu,complex,0
رات ہوٹل جاؤں گا,I will go to ہوٹل in رات,urdu,complex,0
اب ہوٹل جاؤں گا,I will go to ہوٹل in اب,urdu,complex,0
کل ہوٹل جاؤں گا,I will go to ہوٹل in کل,urdu,complex,0
پرسوں ہوٹل جاؤں گا,I will go to ہوٹل in پرسوں,urdu,complex,0
فوری ہوٹل جاؤں گا,I will go to ہوٹل in فوری,urdu,complex,0
